metadata_jobPostId,metadata_newPostingDate,title_display,primary_category,employmentTypes,seniority_group,salary_band,average_salary,applications_per_posting,views_per_posting,vacancy_demand
MCF-2023-0897843,2023-11-20,Enterprise Architect,Information Technology,Contract,Senior,8000+,10500.0,1,4,2
MCF-2023-0719140,2023-09-20,Team Leader ( Kiln Incinerator/ Boiler Operations) - West,Engineering,Permanent,Junior,<3000,2900.0,0,0,1
MCF-2023-0546529,2023-07-18,Sap Successfactor Consultant,Consulting,Permanent,Manager,5000-7999,7750.0,0,0,1
MCF-2023-0756820,2023-10-04,Senior It Executive,Information Technology,Permanent,Senior,3000-4999,3700.0,1,38,1
MCF-2024-0477545,2024-04-02,Service Team Leader / Patient Service Supervisor - Basic Up $3500 / Bonuses - C.L,Healthcare / Pharmaceutical,Permanent,Junior,<3000,2950.0,1,5,10
MCF-2023-0556489,2023-07-21,Manager,Admin / Secretarial,Full Time,Senior,5000-7999,8000.0,1,3,2
MCF-2024-0461947,2024-03-30,Warehouse Admin Assistant #65932,Logistics / Supply Chain,Permanent,Junior,<3000,2250.0,0,3,3
MCF-2023-0607730,2023-08-09,It Project Coordinator (Mnc / High Bonuses),Consulting,Permanent,Junior,5000-7999,6250.0,1,7,3
MCF-2024-0668336,2024-05-08,Mep Testing & Commissioning Manager,Building and Construction,Full Time,Manager,5000-7999,5500.0,0,0,2
MCF-2023-0766775,2023-10-08,Temp Customer Service Officer Ii Mon To Fri Office Hours Ii $11.50 Per Hour #Maxwell,Customer Service,Contract,Entry Level,<3000,1975.0,0,0,10
MCF-2023-0810517,2023-10-24,Hr Executive,Admin / Secretarial,Permanent,Junior,<3000,2800.0,1,8,1
MCF-2023-0343608,2023-05-04,"8018 - Personal Assistant Cum Admin [ 5 Days / Marymount / $4,000]",Others,Permanent,Junior,<3000,3000.0,0,24,2
MCF-2023-0853903,2023-11-09,Account Assistant,Accounting / Auditing / Taxation,Full Time,Junior,<3000,2400.0,1,25,1
MCF-2024-0195808,2024-02-07,Admin Assistant,Admin / Secretarial,Permanent,Entry Level,3000-4999,3100.0,1,20,4
MCF-2024-0198902,2024-02-07,Launcher,Information Technology,Full Time,Junior,8000+,15500.0,1,9,1
MCF-2024-0563866,2024-04-18,Sales Manager,Customer Service,Full Time,Mid Level,5000-7999,7500.0,1,10,2
MCF-2024-0498256,2024-04-05,Commodity Business Manager,Logistics / Supply Chain,Permanent,Manager,5000-7999,7950.0,4,32,1
MCF-2023-0547713,2023-07-19,Project Engineer (Bms) #65199,Engineering,Permanent,Junior,3000-4999,3900.0,1,8,3
MCF-2023-0421904,2023-06-01,Audit Senior,Accounting / Auditing / Taxation,Permanent,Junior,3000-4999,3650.0,0,37,3
MCF-2023-0767324,2023-10-09,Work From Home- Financial Sales Officer,Professional Services,Part Time,Entry Level,3000-4999,4250.0,0,16,8
MCF-2024-0549985,2024-04-16,It Business Analyst (Japanese Speaker & Relocation Opportunity),Information Technology,Full Time,Junior,8000+,8500.0,1,14,1
MCF-2024-0092343,2024-01-18,"Sales Manager (Iso Tank/Flexitank, Dg Goods)",Logistics / Supply Chain,Permanent,Manager,3000-4999,5000.0,0,8,1
MCF-2023-0725344,2023-09-22,"Executive, Micro Marketing & Events",Banking and Finance,Permanent,Entry Level,3000-4999,4000.0,0,5,1
MCF-2023-0723296,2023-09-21,Accounts Executive,Accounting / Auditing / Taxation,Full Time,Mid Level,3000-4999,3500.0,0,6,1
MCF-2023-0808547,2023-10-23,Human Resource (Hr) Manager,Human Resources,Full Time,Senior,8000+,8100.0,1,1,1
MCF-2023-0431518,2023-06-06,Specialist Cricket Coach,Customer Service,Permanent,Mid Level,<3000,3000.0,0,52,1
MCF-2023-0531871,2023-07-13,(Senior) Interior Designer,Architecture / Interior Design,Permanent,Senior,5000-7999,7500.0,0,2,2
MCF-2023-0980130,2023-12-07,R0276423 - Apac Branch Ops Head Of Transformation Change – Cbib Central - Director,Banking and Finance,Permanent,Senior,8000+,26000.0,1,10,1
MCF-2023-0560117,2023-07-23,Shift Engineer [Entry Level | Shift Work | Gross Up To $4.5K##,Engineering,Permanent,Junior,3000-4999,3700.0,1,4,1
MCF-2023-0813125,2023-10-25,Head Of History And Politics,Education and Training,Contract,Manager,8000+,10500.0,0,0,1
MCF-2024-0050434,2024-01-10,General Manager,General Management,Full Time,Manager,8000+,8500.0,1,26,1
MCF-2023-1027796,2023-12-18,Planning Engineer,Building and Construction,Full Time,Junior,3000-4999,3500.0,0,6,1
MCF-2024-0060849,2024-01-11,Social Worker / Buangkok [3770],Social Services,Full Time,Junior,3000-4999,4250.0,1,3,1
MCF-2024-0535487,2024-04-12,Long Distance Tunnel Specialist (Ldts),Building and Construction,Full Time,Senior,8000+,12000.0,0,2,2
MCF-2023-0829975,2023-11-01,Assistant Finance Manager #65842,Banking and Finance,Permanent,Manager,5000-7999,5750.0,1,11,3
MCF-2024-0648489,2024-05-04,Beauty Centre Manager,Admin / Secretarial,Contract,Manager,5000-7999,8000.0,0,3,1
MCF-2023-0838913,2023-11-03,Administrative Assistant (Hr Department) Engineering Mnc,Admin / Secretarial,Permanent,Junior,<3000,2750.0,0,0,1
MCF-2023-0701596,2023-09-13,2310 - Account Executive ( Full Set | Quickbook | Short Hours ],Accounting / Auditing / Taxation,Permanent,Junior,<3000,2500.0,0,1,1
MCF-2023-0641862,2023-08-22,Postdoctoral Fellow (Health Implication Project),Others,Full Time,Entry Level,5000-7999,5250.0,0,2,1
MCF-2023-0463161,2023-06-16,Retail Assistant (Fashion) Central/5 Days/Basic Up To $2800,Sales / Retail,Permanent,Entry Level,3000-4999,3350.0,2,31,3
MCF-2023-0749248,2023-10-02,Assistant Chef,F&B,Full Time,Junior,3000-4999,3950.0,2,28,2
MCF-2024-0374790,2024-03-13,Senior Field Service Engineer (Gearbox/Wind Turbines/Marine),Engineering,Permanent,Senior,5000-7999,6250.0,0,0,1
MCF-2023-0678003,2023-09-05,Principal Consultant - Incident Response,Information Technology,Full Time,Senior,8000+,15000.0,1,5,1
MCF-2023-0571681,2023-07-27,Customer Service Assistant,Customer Service,Permanent,Entry Level,<3000,2200.0,0,0,2
MCF-2023-0686481,2023-09-08,Pastry Chef De Partie (Pastry),F&B,Full Time,Junior,<3000,2850.0,0,1,2
MCF-2023-1019266,2023-12-15,Accounts Officer/Executive (Ar),Accounting / Auditing / Taxation,Permanent,Junior,3000-4999,3800.0,1,3,2
MCF-2023-0969231,2023-12-05,Clinic Customer Service Officer,Admin / Secretarial,Full Time,Junior,<3000,2200.0,0,9,1
MCF-2023-0392464,2023-05-22,Ssis Developer,Information Technology,Contract,Mid Level,5000-7999,6750.0,3,41,2
MCF-2023-0343705,2023-05-04,Senior Media Planner,Advertising / Media,Full Time,Mid Level,5000-7999,5400.0,4,49,1
MCF-2023-0411781,2023-05-29,"Aesthetic Doctor [ Up To $19,000 + Attractive Commission + Aws + Bonus L 3288 ]",Environment / Health,Permanent,Entry Level,8000+,14500.0,1,21,2
MCF-2024-0235065,2024-02-17,"Ehs Officer (Environmental Mnc, West)",Engineering,Full Time,Senior,3000-4999,3750.0,0,0,1
MCF-2024-0198968,2024-02-07,Administrative Assistant / Admin Executive / Customer Service Coordinator / Sales Coordinator ( Entry Level / Junior X2 ) Woodlands & Redhill,Accounting / Auditing / Taxation,Permanent,Junior,3000-4999,3750.0,1,22,2
MCF-2023-0619236,2023-08-14,Cloud Engineer,Information Technology,Full Time,Junior,5000-7999,6050.0,0,2,2
MCF-2023-0472195,2023-06-20,Outbound Call Center – Team Lead / 12 Months Renewable Contact,Customer Service,Contract,Entry Level,3000-4999,3500.0,11,50,2
MCF-2023-0736760,2023-09-26,"Enterprise Sales - Relationship Manager, Malaysia Emerging Markets - Singapore",Banking and Finance,Full Time,Junior,8000+,12750.0,1,25,1
MCF-2024-0264214,2024-02-22,Administrative Assistant(Part-Time),Admin / Secretarial,Part Time,Entry Level,<3000,2250.0,0,18,1
MCF-2023-0818817,2023-10-27,Accounts Receivable Specialist (5 Days/Aws) #65799,Accounting / Auditing / Taxation,Permanent,Junior,3000-4999,3150.0,0,5,3
MCF-2023-0282961,2023-06-15,"Ptp Coordinator ( Sap (Srm, Ecc) Point To Point Coordinator",Engineering,Permanent,Junior,5000-7999,6500.0,4,51,2
MCF-2024-0670839,2024-05-08,Account Executive - Mnc (Sap)_Cp1,Accounting / Auditing / Taxation,Permanent,Junior,3000-4999,3150.0,1,20,1
MCF-2023-0836000,2023-11-02,Head Of Centres (Education) Immediate,Accounting / Auditing / Taxation,Contract,Manager,3000-4999,4750.0,1,10,1
MCF-2023-0496843,2023-06-30,Recruitment Officer,Admin / Secretarial,Part Time,Entry Level,<3000,1640.0,1,19,1
MCF-2023-0977739,2023-12-06,Cleaner,F&B,Full Time,Entry Level,<3000,2050.0,0,0,3
MCF-2024-0205646,2024-02-09,Perm Pharmacy Technican (2 / 3 Shifts / Office Hours) #Hlx,Healthcare / Pharmaceutical,Permanent,Junior,3000-4999,3200.0,0,0,5
MCF-2024-0648670,2024-05-04,Quantity Surveyor (Qs) (Tender),Building and Construction,Permanent,Junior,3000-4999,4750.0,1,19,4
MCF-2024-0521309,2024-04-10,Civil & Structural Engineer-0808,Building and Construction,Full Time,Junior,3000-4999,4750.0,0,8,2
MCF-2024-0656690,2024-05-06,"Business Support Cum Secretary (West, Up To $6,000)",Admin / Secretarial,Full Time,Senior,5000-7999,5500.0,1,17,1
MCF-2024-0481879,2024-04-03,Ms Engineer (L2) (Network And Datacentre Engineer),Information Technology,Contract,Junior,3000-4999,4000.0,0,6,1
MCF-2023-0567196,2023-07-25,Sales Supervisor,Sales / Retail,Full Time,Manager,3000-4999,4000.0,0,0,3
MCF-2023-0485037,2023-06-25,Quality Assurance & Food Safety Executive #64801,Manufacturing,Permanent,Junior,3000-4999,3150.0,1,47,3
MCF-2024-0511046,2024-04-08,Certification Assistant,Customer Service,Permanent,Entry Level,<3000,2550.0,1,7,2
MCF-2024-0389950,2024-03-15,Sales Executive (It Technology/Software),Information Technology,Permanent,Junior,3000-4999,3750.0,0,1,1
MCF-2023-0701750,2023-09-13,Marketing Executive (5Days) - 2323,Marketing / Public Relations,Permanent,Junior,3000-4999,3500.0,0,2,1
MCF-2023-0384086,2023-06-19,Manufacturing Engineer,Engineering,Permanent,Entry Level,5000-7999,5200.0,40,260,1
MCF-2023-1059109,2023-12-26,Therapy Aide,Healthcare / Pharmaceutical,Full Time,Junior,3000-4999,4000.0,0,4,5
MCF-2023-0293058,2023-04-14,Procurement Executive 【Semiconductor/ Sap / 5Days / Geylang Bahru / Aws + Vb】Cjl,Purchasing / Merchandising,Full Time,Junior,<3000,2950.0,4,33,1
MCF-2023-0803206,2023-10-20,"Assistant Manager, Technical, New Energy",Others,Permanent,Junior,5000-7999,6000.0,1,3,1
MCF-2023-1077144,2023-12-31,Hr Executive （Ngo Background）,Human Resources,Full Time,Mid Level,<3000,3000.0,0,12,2
MCF-2024-0017283,2024-01-04,Assistant Landscape Architect,Architecture / Interior Design,Temporary,Entry Level,3000-4999,3500.0,0,5,1
MCF-2024-0564114,2024-04-18,It Assistant Project Engineer,Engineering,Contract,Entry Level,<3000,2900.0,0,3,1
MCF-2023-0409776,2023-05-27,Architectural Assistant,Architecture / Interior Design,Permanent,Entry Level,3000-4999,3500.0,5,182,1
MCF-2024-0689864,2024-05-12,Junior Service Engineer (Semicon / Mnc / Training Provided),Engineering,Permanent,Junior,<3000,2750.0,0,7,1
MCF-2024-0674645,2024-05-09,Mechanical Design Engineer,Design,Permanent,Entry Level,3000-4999,4500.0,1,9,1
MCF-2024-0159862,2024-01-31,Senior Technical Support Consultant (Level 3),Information Technology,Full Time,Senior,5000-7999,6500.0,0,3,1
MCF-2023-0636079,2023-08-19,It Application Analyst (Mnc / High Bonuses),Consulting,Permanent,Junior,5000-7999,6500.0,1,5,3
MCF-2023-0746125,2023-09-29,Research Technologist (Ref:Dmsbdmed),Sciences / Laboratory / R&D,Contract,Entry Level,3000-4999,3200.0,0,1,1
MCF-2023-0690239,2023-09-09,Production Admin / F&B Mnc / North / 1 Year Contract,Admin / Secretarial,Temporary,Junior,<3000,2750.0,0,1,1
MCF-2023-0789104,2023-10-16,Butcher,F&B,Full Time,Junior,3000-4999,3500.0,0,6,1
MCF-2024-0037542,2024-01-08,"Assistant Electrical Engineer (Acmv/ Hvac/ Hook Up/ M&E, Main Con)",Building and Construction,Permanent,Entry Level,3000-4999,3750.0,0,0,3
MCF-2023-0631172,2023-08-17,Studio Associate,Customer Service,Full Time,Entry Level,<3000,1900.0,0,1,2
MCF-2024-0299128,2024-02-29,Nurse Educator,Healthcare / Pharmaceutical,Permanent,Senior,3000-4999,4750.0,1,10,1
MCF-2023-0344478,2023-05-04,Management Accountant,Accounting / Auditing / Taxation,Full Time,Junior,3000-4999,4500.0,20,181,1
MCF-2024-0713122,2024-05-16,Tuition Coordinator - Admin Support & Sales,Admin / Secretarial,Permanent,Junior,3000-4999,3550.0,1,7,4
MCF-2023-0984033,2023-12-07,Marketing & Communications Executive (Content & Engagement),Marketing / Public Relations,Permanent,Junior,3000-4999,3750.0,0,1,1
MCF-2023-0546306,2023-07-18,Account Executive (Full Set) West | 5Days /Aws + Bonus 056,Accounting / Auditing / Taxation,Permanent,Junior,3000-4999,3750.0,1,6,1
MCF-2023-0854855,2023-11-10,"Sonographer, Nuhs Diagnostics(4823)",Healthcare / Pharmaceutical,Permanent,Entry Level,5000-7999,5400.0,0,0,3
MCF-2024-0299167,2024-02-29,"Deputy Director, Centre For Behavioural & Implementation Science Interventions",Sciences / Laboratory / R&D,Full Time,Senior,8000+,13250.0,1,8,1
MCF-2024-0095134,2024-01-18,General Manager,General Management,Full Time,Senior,8000+,12500.0,1,37,1
MCF-2023-0497470,2023-06-30,Quantity Surveyor,Building and Construction,Full Time,Manager,3000-4999,4000.0,0,26,4
MCF-2024-0617585,2024-04-29,Sales Engineer (Semiconductor/ Electronics) #65655,Sales / Retail,Permanent,Junior,3000-4999,3200.0,1,5,3
MCF-2024-0506989,2024-04-08,Finance Business Partner (Central/5 Days),Accounting / Auditing / Taxation,Permanent,Manager,5000-7999,6000.0,1,6,1
MCF-2023-1012465,2023-12-13,"Cyber Security Engineer (Cat 1, Check Point/Firewall Integration, East)",Customer Service,Permanent,Junior,3000-4999,4500.0,0,5,1
MCF-2023-0788985,2023-10-16,Food & Beverage Manager,F&B,Full Time,Manager,3000-4999,4150.0,0,1,3
MCF-2024-0757053,2024-05-24,Trainee Teacher,Education and Training,Full Time,Entry Level,<3000,2450.0,0,0,10
MCF-2024-0269998,2024-02-23,Admin Intern,Admin / Secretarial,Internship/Attachment,Entry Level,<3000,1000.0,0,4,1
MCF-2024-0254982,2024-02-21,Warehouse Assistant 货仓助理,Logistics / Supply Chain,Full Time,Entry Level,<3000,2100.0,0,8,2
MCF-2023-0731970,2023-09-25,Senior Procurement Executive (Apac Region),Logistics / Supply Chain,Permanent,Senior,3000-4999,4250.0,1,11,1
MCF-2023-0260817,2023-05-15,6164 - Funeral Hall Assistant [ Toa Payoh / Bishan ],General Work,Permanent,Entry Level,<3000,2100.0,0,48,1
MCF-2024-0502020,2024-04-05,Operation Supervisor,F&B,Permanent,Manager,3000-4999,4000.0,0,13,3
MCF-2023-0538445,2023-07-14,Test Manager (Mnc/ Bank),Banking and Finance,Contract,Mid Level,5000-7999,6500.0,0,2,1
MCF-2023-0336757,2023-05-02,Senior Cook,F&B,Permanent,Junior,5000-7999,7750.0,1,18,2
MCF-2023-0571067,2023-07-26,Admin Assistant,Admin / Secretarial,Contract,Entry Level,<3000,2350.0,0,15,1
MCF-2023-0507346,2023-07-04,Electrical Project Engineer [ Technical Support | Electrical Engineering ] - 9186,Engineering,Permanent,Junior,3000-4999,3400.0,0,1,1
MCF-2023-0569946,2023-07-26,Hs23 - Human Resource Executive,Human Resources,Full Time,Junior,<3000,3000.0,0,0,1
MCF-2023-0581826,2023-07-31,Spa Therapist,Consulting,Full Time,Junior,3000-4999,4500.0,0,0,1
MCF-2023-0340065,2023-05-03,"Assistant Manager, Human Resources",Others,Full Time,Manager,3000-4999,4500.0,14,106,1
MCF-2023-0424244,2023-06-01,Steward (Hospital),Environment / Health,Permanent,Entry Level,<3000,1575.0,2,49,10
MCF-2023-0370279,2023-05-13,Kitchen Crew,F&B,Full Time,Entry Level,<3000,2350.0,0,17,5
MCF-2024-0551592,2024-04-16,Social Worker #Hly,Admin / Secretarial,Permanent,Entry Level,3000-4999,4900.0,0,20,5
MCF-2023-0766409,2023-10-07,Hvac Inside Sales Executive,Building and Construction,Permanent,Entry Level,<3000,2750.0,0,0,1
MCF-2024-0384768,2024-03-15,Project Engineer,Engineering,Full Time,Junior,3000-4999,3250.0,0,3,1
MCF-2023-0683035,2023-09-07,Cnc Machine Operator (Hostel Provided) #65281,Manufacturing,Permanent,Entry Level,<3000,1350.0,0,0,3
MCF-2024-0262395,2024-02-22,Finance Executive,Banking and Finance,Permanent,Entry Level,<3000,2650.0,0,5,1
MCF-2024-0146462,2024-01-29,Regional Accounts Executive (Us Mnc/ East/ Ato!),Accounting / Auditing / Taxation,Contract,Entry Level,3000-4999,4250.0,0,2,3
MCF-2023-0964952,2023-12-04,Technical Officer (Electrical),Building and Construction,Permanent,Junior,3000-4999,3750.0,0,1,2
MCF-2024-0741913,2024-05-21,Sales Promoter (6 Days),Customer Service,Permanent,Entry Level,<3000,2150.0,0,0,2
MCF-2023-0710277,2023-09-16,"Ocean Operations Executive (Up To $3,500) - St",Logistics / Supply Chain,Full Time,Junior,3000-4999,3150.0,0,5,1
MCF-2024-0071961,2024-01-14,Network Engineer / Senior Network Consultant,Information Technology,Permanent,Senior,5000-7999,6000.0,0,0,4
MCF-2023-0598959,2023-08-05,Procurement Specialist (Global Manufacturing Mnc),Logistics / Supply Chain,Permanent,Junior,3000-4999,4000.0,0,0,1
MCF-2024-0254325,2024-02-21,Chef,Manufacturing,Full Time,Junior,3000-4999,3200.0,0,1,1
MCF-2023-0830642,2023-11-01,0370 - Project Engineer [ Safety System | Hands-On | Electrical | Bidding | Autocad | Site | Docked Vessel ],Engineering,Permanent,Senior,3000-4999,4400.0,0,0,1
MCF-2023-0278899,2023-04-10,Massage,Personal Care / Beauty,Full Time,Entry Level,3000-4999,3700.0,0,18,6
MCF-2023-0835143,2023-11-02,Assistant Chef #Sgunitedjobs,F&B,Part Time,Entry Level,<3000,2750.0,0,0,2
MCF-2024-0744164,2024-05-22,Software Engineer,Information Technology,Full Time,Junior,3000-4999,3750.0,1,51,10
MCF-2024-0112814,2024-01-22,Preschool English Language Teacher (Ey2 / L1 / L2) - East Region [3770],Education and Training,Permanent,Entry Level,3000-4999,3600.0,0,1,2
MCF-2023-0495989,2023-06-28,Admin/ Sales Coordinator #65140,Admin / Secretarial,Permanent,Junior,<3000,2000.0,0,7,3
MCF-2023-0670881,2023-09-01,Sales Executive - Unified Communications Solutions,Sales / Retail,Permanent,Junior,3000-4999,4000.0,0,3,1
MCF-2024-0585526,2024-04-22,Sales Engineer Marine,Customer Service,Full Time,Senior,3000-4999,4500.0,0,0,1
MCF-2023-0883598,2023-11-16,"Hr & Admin Executive (East, Logistics/Freight Forwarding)",Admin / Secretarial,Permanent,Junior,3000-4999,3400.0,0,3,1
MCF-2023-0428059,2023-06-05,R&D Eda Software Engineer - Cs Advanced,Engineering,Permanent,Senior,5000-7999,7775.0,4,56,2
MCF-2024-0167058,2024-02-01,It Programmers,Information Technology,Full Time,Junior,8000+,9500.0,1,3,10
MCF-2023-0846216,2023-11-07,"*New* Supply Planner ($4,000 To $5,000) #Nja",Logistics / Supply Chain,Permanent,Senior,3000-4999,4500.0,0,0,1
MCF-2023-0373360,2023-05-15,Talent Acquisition Consultant,Human Resources,Permanent,Junior,3000-4999,3750.0,18,88,1
MCF-2023-0986579,2023-12-08,Accounts Executive,Accounting / Auditing / Taxation,Full Time,Mid Level,3000-4999,4000.0,1,14,3
MCF-2023-0234136,2023-04-13,"Qa Engineer (Manufacturing, Semiconductor, Electronics/ North)",Engineering,Permanent,Entry Level,3000-4999,3750.0,9,57,2
MCF-2023-0636270,2023-08-19,Beautician,Personal Care / Beauty,Full Time,Junior,3000-4999,4000.0,0,0,1
MCF-2023-0805500,2023-10-22,Swimming Instructor - No Cert Required,Education and Training,Part Time,Entry Level,3000-4999,3750.0,1,6,5
MCF-2023-0443444,2023-06-09,Engineer,Engineering,Contract,Senior,8000+,11250.0,6,144,2
MCF-2024-0694911,2024-05-13,Server & Security Engineer - 9028,Information Technology,Permanent,Junior,3000-4999,4550.0,0,1,1
MCF-2024-0143509,2024-01-27,Finance & Admin Executive/Manager,Accounting / Auditing / Taxation,Permanent,Manager,3000-4999,4500.0,0,7,2
MCF-2023-0292277,2023-04-14,Temp Production Technician (Day & Night Shifts Rotation) F&B Mnc / 1 Year Contract / North,Manufacturing,Permanent,Entry Level,<3000,2250.0,0,30,10
MCF-2024-0689309,2024-05-12,Supervisor,Others,Full Time,Entry Level,3000-4999,3925.0,0,3,5
MCF-2024-0429185,2024-03-22,Workplace Safety And Health Officer # Changi East,Building and Construction,Full Time,Mid Level,5000-7999,5750.0,1,23,1
MCF-2023-0804303,2023-10-21,(Senior) Purchaser / Manufacturing Industry - (West),Purchasing / Merchandising,Permanent,Senior,3000-4999,4250.0,0,0,1
